Order,Date,Price,FirstName,LastName,Destination,PickUp,Type
4551,01-02-2019 16:04:11,65,Julius,Johansen,De Kanariske Oeer,Tripoli,Type 3
4552,29-07-2019 19:46:45,55,Steven,Jakobsen,Kapstaden,Marrakesh,Type 3
4553,01-09-2019 18:20:58,85,Alan,Henriksen,Marrakesh,Dragebjerget,Type 5
4554,13-02-2019 01:25:51,20,Niels,Svenningsen,Hvalbugten,Dragebjerget,Type 1
4555,22-04-2019 19:32:40,5,Simone,Kireli,Sahara,De Kanariske Oeer,Type 3
4556,03-10-2019 23:36:06,40,Helene,Henriksen,Dakar,St. Helena,Type 5
4557,23-01-2019 06:15:49,45,Niels,Roenhild,Amatave,Victoriasoen,Type 5
4558,05-11-2019 16:29:36,25,Simone,Madsen,Kap Guardafui,Kapstaden,Type 4
4559,13-08-2019 00:05:42,65,Arkan,Kluw,Omdurmant,Bahr El Ghazal,Type 1
4560,06-07-2019 17:10:09,35,Julius,Lafi,Zanzibar,Kabalo,Type 4
4561,19-07-2019 00:36:28,50,Jonas,Hegelund,Slavekysten,Laundo,Type 4
4562,18-01-2019 16:50:16,30,Benjamin,Kluw,Zanzibar,Suakin,Type 2
4563,02-09-2019 22:54:36,85,Marc,Pyndt,St. Helena,St. Helena,Type 4
4564,13-08-2019 19:00:09,90,Alan,Johansen,Guldkysten,Slavekysten,Type 5
4565,15-04-2019 12:49:15,45,Zeki,Roenhild,Victoria Faldene,Suakin,Type 2
4566,05-01-2019 22:18:29,40,Zeki,Vinther,Hvalbugten,Tanger,Type 2
4567,22-02-2019 16:00:31,15,Steven,Lafi,Mocambique,Addis Abeba,Type 3
4568,01-03-2019 13:29:16,90,Sofie,Memborg,Kapstaden,Kap Guardafui,Type 3
4569,04-03-2019 23:44:00,35,Jakob,Roenhild,Tripoli,Victoria Faldene,Type 2
4570,11-07-2019 18:46:08,50,Gustav,Pyndt,Marrakesh,Kabalo,Type 4
4571,22-03-2019 22:52:45,70,Julius,Ljungqvist,Omdurmant,Suakin,Type 1
4572,11-11-2019 20:35:02,70,Rasmus,Kireli,Slavekysten,Amatave,Type 3
4573,13-07-2019 08:42:13,85,Jakob,Lund,Wadai,Marrakesh,Type 5
4574,22-07-2019 12:33:28,40,Thomas,Hegelund,Congo,Hvalbugten,Type 5
4575,14-05-2019 13:22:43,10,Benjamin,Hauge,Omdurmant,Guldkysten,Type 1
4576,03-04-2019 05:10:26,5,Andreas,Johansen,Guldkysten,Mocambique,Type 3
4577,25-02-2019 00:40:31,70,Zeki,Wagtberg,Zanzibar,St. Helena,Type 4
4578,01-02-2019 05:05:03,90,Gustav,Lafi,Slavekysten,Marrakesh,Type 5
4579,15-03-2019 23:21:15,5,Jonas,Roenhild,De Kanariske Oeer,Laundo,Type 1
4580,16-07-2019 10:09:12,80,Alan,Andersen,Congo,Victoria Faldene,Type 4
4581,27-10-2019 06:32:27,5,Mark,Ljungqvist,Dafur,Kap Guardafui,Type 4
4582,05-05-2019 07:50:04,50,Sofie,Madsen,Addis Abeba,Wadai,Type 4
4583,19-06-2019 20:58:19,70,Helene,Svenningsen,Suakin,Sahara,Type 3
4584,18-03-2019 19:56:09,30,Helene,Steffensen,Addis Abeba,Kap Guardafui,Type 4
4585,30-09-2019 01:58:42,35,Alan,Vasie,Sahara,Timbuktu,Type 1
4586,11-02-2019 20:03:36,60,Mik,Andersen,Mocambique,St. Helena,Type 4
4587,07-01-2019 06:59:48,100,Thomas,Trier,Sierra Leone,Guldkysten,Type 4
4588,25-02-2019 13:33:45,15,Kasper,Steffensen,Victoriasoen,St. Helena,Type 1
4589,16-06-2019 01:26:14,60,Alan,Lafi,Suakin,Slavekysten,Type 4
4590,07-01-2019 04:37:36,55,Simone,Memborg,Sahara,Suakin,Type 4
4591,12-04-2019 13:41:03,80,Simone,Lund,De Kanariske Oeer,Kapstaden,Type 2
4592,09-07-2019 01:02:39,85,Simone,Kluw,Dragebjerget,Kabalo,Type 5
4593,05-05-2019 05:18:13,90,Benjamin,Steffensen,Kabalo,Slavekysten,Type 5
4594,16-09-2019 03:42:29,15,Simone,Trier,Dakar,Dafur,Type 5
4595,01-10-2019 21:33:55,100,Gustav,Trier,Wadai,Congo,Type 5
4596,02-05-2019 20:53:51,30,Alexander,Trier,Amatave,Congo,Type 3
4597,16-05-2019 14:05:11,50,Helene,Hildorf,Mocambique,Guldkysten,Type 2
4598,16-05-2019 06:26:58,40,Jonas,Kireli,Slavekysten,De Kanariske Oeer,Type 5
4599,15-04-2019 03:18:04,90,Gustav,Demant,Timbuktu,Addis Abeba,Type 1
4600,12-08-2019 03:03:50,50,Marc,Lafi,Kap Guardafui,Marrakesh,Type 1
4601,23-06-2019 19:10:51,100,Alan,Lund,Wadai,Addis Abeba,Type 2
4602,11-10-2019 12:38:06,85,Jakob,Johansen,Victoria Faldene,Sierra Leone,Type 2
4603,12-06-2019 23:59:10,25,Rasmus,Memborg,Wadai,Marrakesh,Type 2
4604,31-03-2019 23:35:16,25,Alexander,Roenhild,Kap Guardafui,Amatave,Type 2
4605,26-06-2019 15:06:17,50,Benjamin,Hauge,Bahr El Ghazal,Wadai,Type 5
4606,03-06-2019 08:59:41,10,Benjamin,Pedersen,Omdurmant,Hvalbugten,Type 3
4607,21-10-2019 12:00:17,25,Gustav,Meynan,Kap st. Marie,Kap st. Marie,Type 1
4608,25-05-2019 17:46:30,70,Niels,Demant,Victoria Faldene,Mocambique,Type 4
4609,12-02-2019 03:19:18,10,Julius,Jakobsen,Addis Abeba,Victoria Faldene,Type 3
4610,10-06-2019 09:05:53,50,Steven,Andersen,Marrakesh,Sierra Leone,Type 2
4611,04-07-2019 20:41:56,50,Mik,Johansen,Wadai,Dakar,Type 4
4612,26-01-2019 17:15:56,30,Mik,Hauge,Guldkysten,Marrakesh,Type 5
4613,18-05-2019 14:39:30,40,Helene,Ljungqvist,Cairo,Timbuktu,Type 3
4614,17-09-2019 01:37:40,30,Andreas,Steffensen,Tripoli,Kabalo,Type 1
4615,29-08-2019 13:07:58,100,Arkan,Hegelund,Marrakesh,Tanger,Type 5
4616,16-06-2019 10:05:01,85,Benjamin,Hauge,Marrakesh,Addis Abeba,Type 2
4617,19-06-2019 03:35:19,65,Marc,Pedersen,Kap Guardafui,Kapstaden,Type 3
4618,18-04-2019 11:18:30,45,Jakob,Hegelund,Cairo,Cairo,Type 1
4619,02-11-2019 01:20:10,60,Gustav,Demant,Timbuktu,Kapstaden,Type 2
4620,03-02-2019 16:56:11,25,Steven,Vinther,Cairo,Tanger,Type 5
4621,20-07-2019 20:06:35,70,Julius,Pyndt,Suakin,St. Helena,Type 4
4622,21-06-2019 09:01:35,10,Thomas,Pedersen,Dakar,Wadai,Type 1
4623,12-11-2019 00:38:29,15,Lisa,Hauge,Congo,De Kanariske Oeer,Type 1
4624,13-01-2019 07:53:23,90,Simone,Hildorf,Marrakesh,Kap st. Marie,Type 2
4625,21-10-2019 23:09:26,65,Marc,Hauge,Amatave,Omdurmant,Type 4
4626,07-04-2019 22:02:49,40,Alexander,Andersen,Kabalo,Victoria Faldene,Type 4
4627,14-05-2019 05:14:19,85,Thomas,Henriksen,Sahara,Dragebjerget,Type 5
4628,28-06-2019 10:40:48,55,Gustav,Henriksen,Marrakesh,Amatave,Type 1
4629,11-09-2019 22:50:34,40,Lisa,Steffensen,Victoriasoen,Sierra Leone,Type 3
4630,22-04-2019 02:15:58,20,Alan,Pedersen,Addis Abeba,Kapstaden,Type 2
4631,04-04-2019 13:53:30,25,Alan,Steffensen,Addis Abeba,De Kanariske Oeer,Type 2
4632,28-09-2019 15:20:27,100,Jacob,Jakobsen,Slavekysten,Tunis,Type 5
4633,08-01-2019 14:39:56,80,Niels,Lafi,Guldkysten,Dragebjerget,Type 2
4634,16-08-2019 06:28:12,75,Niels,Vinther,Laundo,Sierra Leone,Type 5
4635,17-10-2019 11:46:21,85,Alexander,Trier,Tunis,Dragebjerget,Type 4
4636,26-04-2019 21:03:26,100,Kasper,Demant,Kap Guardafui,Kabalo,Type 2
4637,04-01-2019 13:09:55,90,Jakob,Ljungqvist,Kabalo,Zanzibar,Type 4
4638,18-07-2019 14:34:13,25,Martin,Lund,Timbuktu,Zanzibar,Type 1
4639,12-02-2019 00:38:34,85,Jonas,Hildorf,Dakar,Victoria Faldene,Type 3
4640,12-10-2019 09:50:04,45,Simone,Johansen,Kap Guardafui,Kabalo,Type 2
4641,20-03-2019 18:28:40,100,Simone,Hildorf,Victoriasoen,Slavekysten,Type 2
4642,12-04-2019 20:26:39,70,Alexander,Vasie,Sierra Leone,Sierra Leone,Type 5
4643,13-04-2019 01:12:04,15,Helene,Vinther,Timbuktu,Kapstaden,Type 3
4644,19-04-2019 00:22:55,20,Martin,Jakobsen,Congo,Omdurmant,Type 2
4645,17-06-2019 06:06:03,90,Sofie,Pyndt,Slavekysten,Slavekysten,Type 1
4646,30-09-2019 00:35:16,65,Jakob,Meynan,Kabalo,Timbuktu,Type 3
4647,12-09-2019 11:49:29,90,Martin,Pyndt,De Kanariske Oeer,Sahara,Type 1
4648,11-02-2019 03:29:19,55,Martin,Svenningsen,Omdurmant,Timbuktu,Type 1
4649,28-10-2019 00:54:34,25,Rasmus,Hildorf,Dafur,Victoria Faldene,Type 2
4650,21-01-2019 08:49:21,80,Helene,Vinther,Cairo,Guldkysten,Type 1
4651,18-04-2019 16:48:22,25,Gustav,Jakobsen,De Kanariske Oeer,Congo,Type 4
4652,22-01-2019 18:31:52,30,Arkan,Trier,Victoria Faldene,Slavekysten,Type 1
4653,26-05-2019 04:01:23,90,Gustav,Ljungqvist,Sahara,Slavekysten,Type 2
4654,08-09-2019 09:12:46,65,Simone,Lund,Addis Abeba,De Kanariske Oeer,Type 1
4655,05-10-2019 14:21:01,50,Andreas,Kluw,Kap Guardafui,Dakar,Type 4
4656,05-07-2019 23:20:25,35,Lisa,Demant,Timbuktu,Addis Abeba,Type 1
4657,26-02-2019 04:27:02,75,Jonas,Pyndt,Congo,Dafur,Type 3
4658,08-08-2019 23:28:00,5,Niels,Ljungqvist,St. Helena,Guldkysten,Type 3
4659,19-07-2019 18:43:45,100,Simone,Steffensen,Suakin,Sahara,Type 1
4660,11-06-2019 05:06:06,80,Helene,Pedersen,Wadai,Dakar,Type 4
4661,08-07-2019 08:35:20,55,Marc,Meynan,St. Helena,Timbuktu,Type 3
4662,06-09-2019 18:15:07,10,Rasmus,Henriksen,Victoria Faldene,Mocambique,Type 2
4663,27-06-2019 14:33:12,10,Thomas,Pedersen,Congo,Omdurmant,Type 4
4664,12-08-2019 10:03:20,55,Zeki,Johansen,Sierra Leone,Wadai,Type 5
4665,27-08-2019 19:01:31,90,Alexander,Henriksen,Mocambique,Wadai,Type 5
4666,17-09-2019 07:29:06,100,Martin,Pyndt,Kap Guardafui,Sierra Leone,Type 4
4667,02-07-2019 07:23:42,10,Gustav,Kireli,Cairo,Victoria Faldene,Type 2
4668,20-07-2019 21:56:54,90,Niels,Svenningsen,Congo,Guldkysten,Type 5
4669,17-01-2019 00:41:59,45,Jakob,Ljungqvist,Sierra Leone,Wadai,Type 4
4670,05-09-2019 13:06:10,55,Sofie,Henriksen,Wadai,Addis Abeba,Type 4
4671,07-07-2019 18:44:45,40,Thomas,Vinther,Guldkysten,Wadai,Type 1
4672,27-02-2019 07:38:35,90,Thomas,Trier,Cairo,Kap Guardafui,Type 2
4673,02-05-2019 20:32:38,25,Alexander,Vasie,Addis Abeba,Marrakesh,Type 3
4674,08-07-2019 08:40:35,70,Julius,Jakobsen,Kapstaden,Wadai,Type 5
4675,09-05-2019 16:52:10,60,Jacob,Demant,Wadai,Cairo,Type 2
4676,15-11-2019 16:21:22,5,Arkan,Pyndt,St. Helena,Sierra Leone,Type 2
4677,11-03-2019 14:25:08,65,Jacob,Ljungqvist,Omdurmant,Hvalbugten,Type 2
4678,17-03-2019 06:19:14,25,Andreas,Andersen,Kabalo,Marrakesh,Type 1
4679,05-05-2019 22:32:46,75,Jonas,Henriksen,Sahara,St. Helena,Type 1
4680,06-05-2019 04:28:53,10,Julius,Hauge,Kabalo,Tanger,Type 4
4681,07-07-2019 23:55:25,65,Zeki,Vinther,Omdurmant,De Kanariske Oeer,Type 1
4682,11-07-2019 06:28:13,10,Arkan,Demant,Cairo,Cairo,Type 4
4683,01-11-2019 16:40:14,40,Andreas,Hegelund,Addis Abeba,Sahara,Type 1
4684,04-08-2019 14:20:03,35,Sofie,Andersen,Dafur,Cairo,Type 5
4685,24-03-2019 15:51:22,90,Lisa,Kireli,Tunis,De Kanariske Oeer,Type 2
4686,02-08-2019 11:26:36,15,Helene,Hildorf,De Kanariske Oeer,Wadai,Type 5
4687,22-08-2019 17:45:42,55,Lisa,Wagtberg,Kapstaden,Tanger,Type 1
4688,10-07-2019 00:58:24,5,Alan,Roenhild,Wadai,Slavekysten,Type 1
4689,09-11-2019 22:57:45,50,Jacob,Henriksen,Mocambique,Dragebjerget,Type 4
4690,17-07-2019 23:01:48,55,Arkan,Roenhild,Bahr El Ghazal,Victoria Faldene,Type 1
4691,02-10-2019 01:12:50,70,Kasper,Pyndt,Guldkysten,Tanger,Type 5
4692,20-08-2019 21:17:29,90,Martin,Vasie,Marrakesh,De Kanariske Oeer,Type 5
4693,28-06-2019 05:37:14,60,Andreas,Demant,Kapstaden,Zanzibar,Type 4
4694,07-09-2019 23:32:44,65,Thomas,Memborg,Victoriasoen,Congo,Type 5
4695,01-08-2019 10:08:34,75,Benjamin,Hauge,Kap Guardafui,Victoria Faldene,Type 3
4696,09-11-2019 12:04:54,100,Andreas,Ljungqvist,Amatave,Victoria Faldene,Type 2
4697,24-02-2019 10:14:26,5,Jakob,Roenhild,Zanzibar,Tripoli,Type 5
4698,23-06-2019 21:38:49,90,Helene,Pedersen,Dragebjerget,Timbuktu,Type 4
4699,28-04-2019 19:13:26,75,Niels,Demant,Kap st. Marie,Timbuktu,Type 3
4700,03-09-2019 07:13:59,85,Niels,Andersen,Dafur,Slavekysten,Type 2
4701,28-03-2019 05:31:14,10,Emil,Madsen,Mocambique,Laundo,Type 4
4702,16-01-2019 10:50:09,30,Alan,Jakobsen,Guldkysten,Tripoli,Type 3
4703,01-01-2019 21:17:11,15,Alan,Vasie,Slavekysten,Amatave,Type 5
4704,03-11-2019 17:05:44,40,Lisa,Madsen,Congo,Marrakesh,Type 1
4705,01-09-2019 17:18:58,40,Niels,Demant,De Kanariske Oeer,Omdurmant,Type 2
4706,15-01-2019 19:15:39,30,Julius,Svenningsen,Marrakesh,St. Helena,Type 1
4707,18-07-2019 14:28:26,100,Rasmus,Meynan,Kap st. Marie,Suakin,Type 2
4708,18-03-2019 14:37:58,45,Mark,Lund,Tripoli,Dragebjerget,Type 2
4709,01-10-2019 09:14:54,75,Benjamin,Trier,Suakin,Tanger,Type 3
4710,08-02-2019 15:38:32,75,Sofie,Madsen,Amatave,Mocambique,Type 2
4711,13-06-2019 13:59:02,15,Mik,Andersen,Addis Abeba,De Kanariske Oeer,Type 3
4712,11-06-2019 04:54:31,25,Gustav,Hauge,Hvalbugten,Suakin,Type 2
4713,31-01-2019 20:22:35,65,Mark,Hauge,Marrakesh,Suakin,Type 3
4714,16-01-2019 13:55:30,50,Jacob,Roenhild,Kapstaden,Hvalbugten,Type 3
4715,13-10-2019 20:58:25,5,Emil,Demant,Hvalbugten,Suakin,Type 1
4716,13-10-2019 22:43:39,55,Kasper,Jakobsen,Guldkysten,Kabalo,Type 4
4717,10-01-2019 01:42:58,55,Rasmus,Lafi,Bahr El Ghazal,Congo,Type 5
4718,03-02-2019 03:41:20,90,Jonas,Johansen,Dragebjerget,Mocambique,Type 3
4719,17-03-2019 23:39:01,65,Benjamin,Steffensen,Dakar,Mocambique,Type 5
4720,10-10-2019 20:58:55,55,Martin,Henriksen,Dragebjerget,Timbuktu,Type 3
4721,10-10-2019 09:19:37,20,Alan,Svenningsen,Addis Abeba,Kabalo,Type 1
4722,25-06-2019 20:26:57,5,Lisa,Memborg,Laundo,Tripoli,Type 3
4723,20-01-2019 18:14:51,50,Gustav,Johansen,Slavekysten,Dragebjerget,Type 5
4724,05-03-2019 09:50:55,55,Julius,Meynan,Bahr El Ghazal,Omdurmant,Type 5
4725,28-01-2019 11:45:25,75,Rasmus,Kluw,Amatave,Suakin,Type 4
4726,28-08-2019 19:24:11,70,Arkan,Steffensen,Tanger,Amatave,Type 5
4727,09-07-2019 11:28:44,35,Emil,Johansen,Kabalo,Suakin,Type 5
4728,22-05-2019 20:40:37,30,Jacob,Madsen,Tunis,Tripoli,Type 3
4729,14-04-2019 02:49:34,25,Arkan,Hildorf,Slavekysten,Omdurmant,Type 4
4730,28-06-2019 09:12:29,85,Niels,Vinther,Dragebjerget,Dragebjerget,Type 1
4731,11-03-2019 04:18:18,85,Jacob,Lund,Cairo,Omdurmant,Type 2
4732,11-06-2019 05:00:23,90,Arkan,Lund,Victoriasoen,Hvalbugten,Type 1
4733,19-05-2019 22:05:42,65,Kasper,Roenhild,Kap Guardafui,Suakin,Type 5
4734,07-06-2019 00:43:54,100,Gustav,Lund,Addis Abeba,Slavekysten,Type 2
4735,10-05-2019 03:58:02,25,Jakob,Hegelund,Tanger,Mocambique,Type 2
4736,15-02-2019 08:36:41,60,Mark,Henriksen,Bahr El Ghazal,Hvalbugten,Type 1
4737,22-09-2019 18:08:02,35,Lisa,Lafi,Amatave,Dafur,Type 2
4738,29-09-2019 08:32:24,80,Alexander,Henriksen,Omdurmant,Dafur,Type 1
4739,12-09-2019 10:52:21,25,Gustav,Hauge,Victoria Faldene,Guldkysten,Type 4
4740,10-04-2019 21:38:17,75,Rasmus,Jakobsen,Victoriasoen,Cairo,Type 2
4741,12-01-2019 23:38:46,65,Lisa,Memborg,Sierra Leone,Amatave,Type 2
4742,28-04-2019 10:23:22,90,Alexander,Wagtberg,Dafur,Victoriasoen,Type 4
4743,28-05-2019 19:47:24,40,Jonas,Svenningsen,Slavekysten,Victoriasoen,Type 2
4744,07-03-2019 04:25:44,80,Martin,Svenningsen,De Kanariske Oeer,Omdurmant,Type 4
4745,16-06-2019 17:43:08,80,Arkan,Henriksen,Victoriasoen,Tanger,Type 4
4746,04-06-2019 18:54:08,45,Mik,Henriksen,Suakin,Sierra Leone,Type 1
4747,11-01-2019 18:50:24,35,Julius,Hegelund,St. Helena,Victoriasoen,Type 3
4748,22-04-2019 11:24:11,35,Niels,Memborg,Slavekysten,Tanger,Type 3
4749,05-07-2019 21:28:33,70,Alan,Johansen,Guldkysten,Sierra Leone,Type 5
4750,12-11-2019 21:15:50,45,Marc,Johansen,Omdurmant,Marrakesh,Type 4
4751,16-07-2019 06:21:19,100,Thomas,Pyndt,Dafur,Kap st. Marie,Type 4
4752,11-08-2019 04:30:17,5,Lisa,Meynan,Marrakesh,Omdurmant,Type 1
4753,05-07-2019 11:16:18,80,Arkan,Demant,Omdurmant,Guldkysten,Type 3
4754,21-04-2019 23:13:32,55,Arkan,Madsen,Tanger,Addis Abeba,Type 4
4755,01-10-2019 12:33:45,45,Marc,Vinther,Kapstaden,Kapstaden,Type 2
4756,10-07-2019 05:41:54,90,Jakob,Hildorf,Victoria Faldene,Kap Guardafui,Type 5
4757,25-04-2019 04:18:50,15,Marc,Johansen,Congo,Tunis,Type 5
4758,12-03-2019 22:31:29,30,Kasper,Meynan,Kap st. Marie,Slavekysten,Type 4
4759,14-09-2019 07:51:54,100,Mik,Lafi,Suakin,Kabalo,Type 2
4760,30-10-2019 01:28:51,15,Niels,Kluw,Suakin,Addis Abeba,Type 3
4761,15-02-2019 11:51:18,85,Mark,Hildorf,Suakin,Tunis,Type 2
4762,24-09-2019 07:37:30,15,Steven,Andersen,Cairo,Kap Guardafui,Type 4
4763,05-04-2019 04:38:42,75,Marc,Meynan,Amatave,Sahara,Type 5
4764,04-09-2019 17:24:47,25,Jakob,Hauge,Dafur,Kap Guardafui,Type 5
4765,15-01-2019 09:06:35,60,Andreas,Hegelund,Sierra Leone,Amatave,Type 2
4766,15-01-2019 07:39:08,40,Arkan,Lund,Omdurmant,Slavekysten,Type 2
4767,08-07-2019 01:44:15,50,Arkan,Demant,Addis Abeba,Omdurmant,Type 4
4768,04-07-2019 19:05:08,5,Simone,Demant,Kap Guardafui,Victoria Faldene,Type 1
4769,04-07-2019 03:03:55,85,Gustav,Lund,Amatave,Cairo,Type 5
4770,06-08-2019 08:30:45,70,Thomas,Roenhild,Mocambique,Laundo,Type 3
4771,26-04-2019 14:54:54,10,Emil,Pedersen,Amatave,Hvalbugten,Type 3
4772,06-11-2019 04:31:49,60,Thomas,Hauge,Cairo,Marrakesh,Type 2
4773,06-05-2019 21:25:42,70,Simone,Johansen,Wadai,Zanzibar,Type 3
4774,19-03-2019 06:20:09,60,Martin,Hauge,Marrakesh,Hvalbugten,Type 2
4775,10-05-2019 16:10:37,20,Emil,Lund,Kap st. Marie,St. Helena,Type 2
4776,27-09-2019 23:22:39,20,Jakob,Hildorf,Addis Abeba,Tripoli,Type 1
4777,06-05-2019 19:41:33,45,Jacob,Hauge,Victoria Faldene,Zanzibar,Type 4
4778,02-06-2019 16:19:00,85,Rasmus,Trier,Tunis,Hvalbugten,Type 2
4779,30-08-2019 13:09:33,40,Zeki,Hauge,Amatave,Guldkysten,Type 1
4780,25-08-2019 14:51:59,45,Julius,Johansen,Omdurmant,Hvalbugten,Type 5
4781,01-10-2019 06:52:14,25,Rasmus,Hegelund,Guldkysten,St. Helena,Type 3
4782,11-08-2019 11:03:20,85,Emil,Jakobsen,Addis Abeba,Dragebjerget,Type 2
4783,20-01-2019 17:02:32,25,Kasper,Madsen,Sahara,St. Helena,Type 2
4784,27-09-2019 10:29:30,50,Helene,Pedersen,Congo,De Kanariske Oeer,Type 4
4785,04-08-2019 19:01:44,30,Lisa,Hildorf,Victoria Faldene,Tunis,Type 2
4786,08-11-2019 23:23:30,85,Zeki,Trier,Dragebjerget,Wadai,Type 5
4787,26-02-2019 21:05:28,55,Gustav,Henriksen,Dakar,Tunis,Type 5
4788,27-10-2019 02:53:33,10,Marc,Kluw,Sahara,Timbuktu,Type 5
4789,14-07-2019 00:15:01,40,Mark,Hildorf,Bahr El Ghazal,Omdurmant,Type 5
4790,10-06-2019 12:38:10,50,Niels,Henriksen,Sierra Leone,Zanzibar,Type 1
4791,27-04-2019 20:43:20,60,Julius,Lund,Cairo,Omdurmant,Type 5
4792,07-01-2019 21:38:07,10,Rasmus,Johansen,Victoria Faldene,Victoriasoen,Type 1
4793,04-05-2019 22:11:42,50,Rasmus,Madsen,Wadai,Cairo,Type 4
4794,09-05-2019 14:32:50,70,Martin,Andersen,Dragebjerget,Dakar,Type 5
4795,25-08-2019 03:54:56,50,Mik,Pyndt,Victoria Faldene,Sierra Leone,Type 4
4796,21-05-2019 03:22:49,35,Andreas,Trier,Sierra Leone,Kap Guardafui,Type 4
4797,27-06-2019 00:26:58,90,Kasper,Vasie,Zanzibar,Congo,Type 4
4798,11-09-2019 18:27:51,100,Alexander,Kireli,Hvalbugten,Victoriasoen,Type 2
4799,21-07-2019 03:59:49,40,Arkan,Hauge,Congo,Victoriasoen,Type 5
4800,16-06-2019 01:17:19,5,Benjamin,Lund,Timbuktu,Guldkysten,Type 1
4801,29-08-2019 13:00:07,85,Kasper,Henriksen,Tripoli,Dafur,Type 2
4802,06-07-2019 03:07:24,20,Lisa,Steffensen,Sierra Leone,Dafur,Type 5
4803,16-08-2019 11:27:44,10,Benjamin,Steffensen,Cairo,Kap Guardafui,Type 2
4804,23-04-2019 07:02:12,40,Alexander,Steffensen,Wadai,Kap st. Marie,Type 4
4805,03-02-2019 07:52:57,35,Alexander,Pyndt,Dragebjerget,Timbuktu,Type 2
4806,16-02-2019 02:53:56,30,Thomas,Vinther,Guldkysten,Hvalbugten,Type 5
4807,24-02-2019 01:01:40,100,Mik,Wagtberg,Sierra Leone,Tanger,Type 2
4808,30-04-2019 04:22:04,75,Mark,Hildorf,Suakin,Sahara,Type 4
4809,24-02-2019 14:47:55,30,Jakob,Jakobsen,Sahara,Amatave,Type 1
4810,11-10-2019 20:14:28,75,Sofie,Wagtberg,Zanzibar,Omdurmant,Type 1
4811,13-06-2019 17:54:55,20,Gustav,Hegelund,Timbuktu,Tanger,Type 4
4812,19-01-2019 02:17:57,90,Martin,Jakobsen,Zanzibar,Marrakesh,Type 1
4813,26-05-2019 10:12:16,55,Zeki,Ljungqvist,Mocambique,Guldkysten,Type 2
4814,20-01-2019 09:42:33,90,Rasmus,Lafi,Victoria Faldene,Dafur,Type 4
4815,30-03-2019 21:52:52,100,Steven,Memborg,De Kanariske Oeer,Kap st. Marie,Type 2
4816,02-06-2019 10:06:56,15,Marc,Pyndt,Victoria Faldene,Victoriasoen,Type 2
4817,18-09-2019 01:20:24,40,Zeki,Henriksen,Mocambique,Victoria Faldene,Type 4
4818,12-03-2019 19:00:23,5,Helene,Trier,Congo,Wadai,Type 4
4819,08-09-2019 15:22:43,20,Emil,Madsen,Omdurmant,Dakar,Type 1
4820,31-07-2019 00:40:07,90,Andreas,Svenningsen,Victoriasoen,Suakin,Type 4
4821,07-09-2019 04:27:47,40,Julius,Steffensen,Sahara,Hvalbugten,Type 2
4822,07-10-2019 10:36:12,80,Mark,Pyndt,Omdurmant,Tripoli,Type 5
4823,06-08-2019 19:53:20,35,Emil,Trier,Kap st. Marie,Amatave,Type 1
4824,14-07-2019 15:17:20,10,Rasmus,Johansen,De Kanariske Oeer,Guldkysten,Type 2
4825,26-10-2019 12:54:06,45,Martin,Kireli,Tunis,Cairo,Type 5
4826,17-09-2019 18:29:54,60,Kasper,Madsen,Guldkysten,Wadai,Type 5
4827,30-01-2019 07:11:16,70,Marc,Kluw,Slavekysten,Dakar,Type 2
4828,31-08-2019 00:10:53,35,Jacob,Johansen,St. Helena,Tunis,Type 5
4829,23-01-2019 13:18:02,15,Thomas,Andersen,Zanzibar,Marrakesh,Type 5
4830,06-02-2019 08:02:55,90,Alexander,Ljungqvist,Omdurmant,Mocambique,Type 1
4831,01-06-2019 16:18:33,65,Helene,Roenhild,Timbuktu,Dafur,Type 1
4832,03-11-2019 19:31:08,90,Rasmus,Johansen,Tripoli,Timbuktu,Type 1
4833,19-03-2019 03:30:41,80,Martin,Henriksen,Hvalbugten,Mocambique,Type 3
4834,30-10-2019 06:40:34,50,Mark,Demant,Amatave,St. Helena,Type 4
4835,26-04-2019 22:23:52,85,Helene,Meynan,Bahr El Ghazal,Slavekysten,Type 3
4836,15-09-2019 18:29:13,80,Helene,Henriksen,Addis Abeba,Sierra Leone,Type 1
4837,03-04-2019 00:36:39,65,Marc,Hildorf,Sierra Leone,Dafur,Type 2
4838,24-08-2019 06:25:04,85,Steven,Hegelund,Tripoli,Sierra Leone,Type 1
4839,21-10-2019 15:11:39,40,Mik,Vinther,Dragebjerget,Slavekysten,Type 4
4840,20-01-2019 02:58:08,10,Arkan,Wagtberg,Tripoli,Kap st. Marie,Type 2
4841,06-08-2019 05:26:48,55,Kasper,Lund,Victoriasoen,Tripoli,Type 5
4842,27-03-2019 02:10:00,40,Andreas,Lund,St. Helena,Guldkysten,Type 5
4843,03-08-2019 20:35:25,10,Jacob,Hildorf,Omdurmant,Marrakesh,Type 5
4844,12-10-2019 21:51:04,30,Arkan,Wagtberg,Laundo,Cairo,Type 4
4845,16-03-2019 17:55:41,100,Andreas,Vinther,Laundo,Slavekysten,Type 4
4846,18-09-2019 15:41:54,90,Mik,Memborg,Sierra Leone,Hvalbugten,Type 1
4847,23-09-2019 09:01:10,15,Niels,Roenhild,Bahr El Ghazal,Mocambique,Type 2
4848,24-06-2019 05:45:25,55,Niels,Demant,Kap Guardafui,St. Helena,Type 1
4849,10-04-2019 08:43:30,55,Sofie,Hildorf,Tanger,Victoriasoen,Type 4
